hello;olá
12.1 Talking to Ulsquire;12.1 Conversando com Ulsquire
4 A Nice and Simple Plan;4 Um plano agradável e simples
Councillor Andrews plotted to kill the King with a mage called Xamphur. Xamphur cursed the King so that Councillor Andrews had an argument to get the others on board.;O conselheiro Andrews planejou matar o rei com um mago chamado Xamphur. Xamphur amaldiçoou o rei para que o conselheiro Andrews discutisse para convencer os outros a bordo.
Quest transcriptBig Chompy Bird HuntingTranscripts with randomised dialogueIncomplete transcripts;Transcrição da missãoBig Chompy Bird HuntingTranscrições com diálogo aleatórioTranscrições incompletas
Scruffy?;Desalinhado?
Congratulations!;Parabéns!
If the player did see Capricorn;Se o jogador viu Capricórnio
Paste;Colar
Can you tell me anything about transporting bone seeds?;Você pode me dizer alguma coisa sobre o transporte de sementes de ossos?
If the player is inside the house and is outside Dromund's line of sight;Se o jogador estiver dentro de casa e fora da linha de visão de Dromund
No, I keep trying to tell you, they aren't crazy, they are dangerous and organised.;Não, continuo tentando te dizer, eles não são malucos, são perigosos e organizados.
I can't say I have. Who is she?;Não posso dizer que sim. Quem é ela?
It was a wonderful hat. Mithril-reinforced, you see, and with a special splitbark brim to keep the sun off.;Era um chapéu maravilhoso. Reforçado com mithril, você vê, e com uma aba especial de casca dividida para proteger do sol.
There looks to be a passage behind the wall.;Parece haver uma passagem atrás da parede.
If the player is not carrying a tinderbox;Se o jogador não estiver carregando uma caixa de fogo
Who's Saradomin?;Quem é Saradomin?
I not know if he love Aga, He say he will show he love by bringing me flower Trollweiss.;Não sei se ele ama Aga, ele disse que vai demonstrar seu amor me trazendo flores Trollweiss.
This book uses very strange language and some incomprehensible symbols. It has a very dark feeling to it. As you're loooking through the book, you notice that one of the pages has been torn and half of it is missing.;Este livro usa uma linguagem muito estranha e alguns símbolos incompreensíveis. Tem uma sensação muito sombria. Ao folhear o livro, você percebe que uma das páginas foi rasgada e metade dela está faltando.
Was I the ONLY one who saw them burning? BURNING???;Fui o ÚNICO que os viu queimando? QUEIMA???
You hand two more beers to the guard. He takes a sip of one, and then he quickly drinks them both.;Você entrega mais duas cervejas ao guarda. Ele toma um gole de um e bebe rapidamente os dois.
You must also watch the pressure, if it gets too high you will also have to start over. There are valves to control pressure and tar flow. These will also affect the heat of the still.;Você também deve ficar atento à pressão, se ficar muito alta também terá que recomeçar. Existem válvulas para controlar a pressão e o fluxo de alcatrão. Isso também afetará o calor do alambique.
3.5 Talking to Veliaf at Burgh de Rott;3.5 
Be aware, the deeper into the stronghold you go, the tougher the monster will be. So make sure you bring your best equipment and some food.;Esteja ciente de que quanto mais fundo você for na fortaleza, mais resistente será o monstro. Portanto, certifique-se de trazer seu melhor equipamento e um pouco de comida.
I could do.;Eu poderia fazer.
Well, keep looking around. There must be something here that can help us.;Bem, continue olhando ao redor. Deve haver algo aqui que possa nos ajudar.
Ranis Drakan himself has sent an open invitation to the people of Meiyerditch, inviting them to Ver Sinhaza.;O próprio Ranis Drakan enviou um convite aberto ao povo de Meiyerditch, convidando-os para Ver Sinhaza.
Tired!;Cansado!
But sir, it's only a matter of time before they... Agghh!;Mas senhor, é só uma questão de tempo até que eles... Aghhh!
The player and Veliaf go off to confront Damien;O jogador e Veliaf vão enfrentar Damien
7 The Khazard warlord;7 O senhor da guerra Khazard
) Ask about rare item.;) Pergunte sobre itens raros.
I don't follow.;Eu não sigo.
Would you like to enter the caves?;Você gostaria de entrar nas cavernas?
Yeah, I think it was illustrating the importance of being able to relate to others, and that a great deal of thoughts and emotions are shared between people. We can learn a lot from each other, so I suppose friend;Sim, acho que ilustrava a importância de ser capaz de se relacionar com os outros e que muitos pensamentos e emoções são compartilhados entre as pessoas. Podemos aprender muito um com o outro, então suponho que amigo
If the player uses an appropriate staff;Se o jogador usar uma equipe apropriada
Fool! You will die for your sins!;Enganar! Você morrerá pelos seus pecados!
3.16 Read Book of 'h.a.m';3.16 Leia o livro de 'ham'
That's alright. Feel free to come back when you have more pearls on you.;Tudo bem. Sinta-se à vontade para voltar quando tiver mais pérolas com você.
Antique lamp;Lâmpada antiga
Of course [lad/lass], once we make landfall ye'll have worked as a sailor on a pirate vessel, which is one of the easiest ways to become a true pirate.;É claro, [rapaz], quando chegarmos à costa você terá trabalhado como marinheiro em um navio pirata, o que é uma das maneiras mais fáceis de se tornar um verdadeiro pirata.
Never mind citizen.;Não importa cidadão.
First tower? Forgotten essence mine? What are you on about?;Primeira torre? Esqueceu minha essência? Do que você está falando?
Hang on... is this a trick? Are you going to cook and eat me?!;Espere aí... isso é um truque? Are you going to cook and eat me?!
Hello. I am in search of a quest.;Olá. Estou em busca de uma missão.
The ninth version was built using magic logs. The barge gained some form of rudimentary sentience. It developed serious depression and ran itself aground near Crandor.;A nona versão foi construída usando logs mágicos. A barcaça ganhou alguma forma de senciência rudimentar. Desenvolveu grave depressão e encalhou perto de Crandor.
Radiant sanguisphera;Sanguisfera radiante
I do worry that I might let the others down though. I'm not as skilled as they are.;Eu me preocupo em poder decepcionar os outros. Não sou tão habilidoso quanto eles.
I haven't actually been in Rellekka yet...;Na verdade, ainda não estive em Rellekka...
Um... no, I actually meant it was a shame that so many of your crew must have died in the shipwreck.;Hum... não, na verdade eu quis dizer que foi uma pena que tantos membros da sua tripulação tenham morrido no naufrágio.
Bob is an odd character indeed... I'm not one to gossip, but I heard Bob is addicted to Tea. He can't make;Bob é realmente um personagem estranho... Não sou de fofocar, mas ouvi dizer que Bob é viciado em chá. Ele não pode fazer
You sprinkle a small amount of flour on the strange smelling pot.;Você polvilha uma pequena quantidade de farinha na panela com cheiro estranho.
She deserves someone of character, wit and repose.;Ela merece alguém com caráter, inteligência e repouso.
Lathas;Lathas
Address label;Etiqueta de endereço
Anyway, dead ogres you say? How strange? That must be a strange sight?;Enfim, ogros mortos, você diz? Que estranho? Deve ser uma visão estranha?
Have you asked him about the bank pass?;Você perguntou a ele sobre o passe bancário?
What do you mean 'sneaky..sneaky, stick the chompy?';O que você quer dizer com 'sorrateiro..sorrateiro, enfiar o chompy?'
His name is Sliske. Have you heard of him?;O nome dele é Sliske. Você já ouviu falar dele?
9.3.1 Talking to Imerominia again;9.3.1 Conversando com Imerominia novamente
No thanks.  I was just dropping by, wanted to make sure you hadn't been abducted again.;Não, obrigado.  Eu estava passando por aqui, queria ter certeza de que você não foi sequestrado novamente.
He is different from other man-trolls. I know already that I want My Arm by my side.;Ele é diferente de outros trolls humanos. Já sei que quero Meu Braço ao meu lado.
Okay... I'll buy that. It sounds like something I would do.;Ok... eu compro isso. Parece algo que eu faria.
(Non-quest dialogue) Tell me about this town.;(Diálogo fora da missão) Conte-me sobre esta cidade.
Well, I have this feeling there is some better treasure inside that pyramid, and I needed to put the diamonds in to gain entrance.;Bem, tenho a sensação de que há algum tesouro melhor dentro daquela pirâmide e precisei colocar os diamantes para entrar.
That's okay, I am wearing my... uh... amulet of human speak.;Tudo bem, estou usando meu... uh... amuleto de fala humana.
Using wrong tool. We should be using the trip hammer.;Usando ferramenta errada. Deveríamos usar o martelo de viagem.
How do you know I killed it?;Como você sabe que eu o matei?
Sounds good! I normally drink Asgarnian Ale but you know what?;Parece bom! Eu normalmente bebo Asgarnian Ale, mas quer saber?
Etchings;Gravuras
You place the jade in the landing light. It seems to look right.;Você coloca o jade na luz de pouso. It seems to look right.
Okay, here goes - and remember, to return just drink from the fountain.;Ok, aqui vai - e lembre-se, para voltar é só beber da fonte.
Ah, a hespori. They're wonderful plants. Why are you looking for one?;Ah, um hespori. São plantas maravilhosas. Por que você está procurando um?
I see. I'm afraid I can't help you. The key piece is gone.;Eu vejo. Receio não poder ajudá-lo. A peça-chave desapareceu.
You beat me. What you want?;Você me venceu. O que você quer?
I'm afraid I don't know.;Receio não saber.
I dug through the rubble in the cellar and found a tunnel!;Cavei nos escombros do porão e encontrei um túnel!
Iron sickle;Foice de ferro
Start the Tower of Life quest?;Iniciar a missão Torre da Vida?
Fred the Farmer;Fred, o Fazendeiro
Sure thing, what do you need?;Claro, o que você precisa?
Hello, Brundt. Are you ready for the meeting in Varrock.;Olá, Brundt. Você está pronto para a reunião em Varrock.
That would keep the fight away from any innocents, but it would be a great risk.;Isso manteria a luta longe de qualquer inocente, mas seria um grande risco.
Long live General Khazard!;Viva o General Khazard!
7.7 Using any item besides axe on the stalk;7.7 Usando qualquer item além do machado na haste
This is our town! We live here. It's called Burgh de Rott, and you ain't coming in!;Esta é a nossa cidade! Nós moramos aqui. Chama-se Burgh de Rott e você não vai entrar!
Oh, there is so much to tell...she is my true love, we intend to spend together forever...I can tell you so much about her..;Ah, há tanta coisa para contar...ela é meu verdadeiro amor, pretendemos ficar juntos para sempre...posso contar muito sobre ela..
12 Cooking the chompy;12 Cozinhando o picante
Well keep at it. If you help us fill our Library of Knowledge, we shall grant you access to the guild.;Bem, continue assim. Se você nos ajudar a preencher nossa Biblioteca de Conhecimento, nós lhe concederemos acesso à guilda.
Well, you'll have to find the broken fence to get in. I'm sure you can manage that.;Bem, você terá que encontrar a cerca quebrada para entrar. Tenho certeza que você conseguirá fazer isso.
2.3 Talking to a Monk after retrieving the blanket;2.3 Conversando com um Monge depois de recuperar o cobertor
3.9.4 Talking to Elena again;3.9.4 Conversando com Elena novamente
Please don't give that to him. Last time he tried any Crafting, I had to spend a week cleaning up after the explosion.;Por favor, não dê isso a ele. Da última vez que ele tentou qualquer Artesanato, tive que passar uma semana limpando depois da explosão.
2.5 Talking to Men and Women in West Ardougne;2.5 Conversando com homens e mulheres em West Ardonha
If the player succeeds;Se o jogador tiver sucesso
5.20 Leaving the area before finishing the competition;5.20 Sair da área antes de terminar a competição
Um... No, no I don't think this ship has been cursed by a fancy foreign vegetable...;Hum... Não, não, não acho que este navio tenha sido amaldiçoado por um vegetal estrangeiro sofisticado...
A human, seeking a Mahjarrat? Why? What would a meaningless being like you want with me?;A human, seeking a Mahjarrat? Por que? O que um ser sem sentido como você desejaria comigo?
[vampyre name]. I'm new here.;[nome do vampiro]. Eu sou novo aqui.
What do you want? Information?;O que você quer? Informação?
I think the best possible way to show your worth to them is by being the person that restores V's Shield.;Acho que a melhor maneira possível de mostrar o seu valor para eles é sendo a pessoa que restaura o Escudo de V.
Well, see... the Consortium has commisioned me to rebuild the statue exactly the way it was.;Bem, veja... o Consórcio me encarregou de reconstruir a estátua exatamente como estava.
I suspect Xamphur won't be making her any more potions any time soon. Maybe someone in Arceuus could help?;Suspeito que Xamphur não fará mais poções para ela tão cedo. Talvez alguém em Arceuus possa ajudar?
Angry bear;Urso irritado
It's some sort of parasite. It was presumably meant to play a role in their transference rituals, but instead it destroyed them. It has remained here ever since.;É algum tipo de parasita. Presumivelmente, pretendia desempenhar um papel nos seus rituais de transferência, mas em vez disso destruiu-os. Permaneceu aqui desde então.
And what truth might that be?;E que verdade poderia ser essa?
I... I see... It was always a lot to hope for...;Eu... entendo... Sempre tive muita esperança...
But I've come from Blasidar the sculptor.;Mas eu vim de Blasidar, o escultor.
Start The Hand in the Sand quest?;Iniciar a missão A Mão na Areia?
My name? Oh, how sweet, my name is Ana. I come from Al Kharid though we've only recently moved there. I was born, and did most of my growing up, in Varrock. I thought the desert might be interesting.;O meu nome? Ah, que fofo, meu nome é Ana. Eu venho de Al Kharid, embora só tenhamos nos mudado para lá recentemente. Nasci e passei a maior parte da minha infância em Varrock. Achei que o deserto poderia ser interessante.
 When the time is right.;Quando chegar a hora certa.
I think I'd better find something to distract you with before I try getting any closer.;Acho melhor encontrar algo para distraí-lo antes de tentar me aproximar.
What do we do? We're never going to make it to the island now.;O que fazemos? Nunca chegaremos à ilha agora.
Ha, gullible fool.;Ha, tolo crédulo.
Player performs the "dance" emote;O jogador executa o emote \"dança\"
4 Returning to Ug;4 Voltando para Ug
Yes, that would be perfect, but who could I get that would supply? There really seems to be a gap in the market in the desert but I don't know anyone in that line of business.;Sim, isso seria perfeito, mas quem eu poderia conseguir para fornecer? Realmente parece haver uma lacuna no mercado no deserto, mas não conheço ninguém nesse ramo de negócio.
Whatever path she takes, we will be ready.;Qualquer que seja o caminho que ela tome, estaremos prontos.
Stand back citizen, do not approach me.;Afaste-se, cidadão, não se aproxime de mim.
6.2 Returning with some bones to Traiborn;6.2 Retornando com alguns ossos para Traiborn
You dip the raw rat meat in the cauldron.;Você mergulha a carne crua de rato no caldeirão.
I see. And you are?;Eu vejo. E você é?
You'd best not keep the king waiting, try tracking down Kruk's movements.;É melhor não deixar o rei esperando, tente rastrear os movimentos de Kruk.
You're making me angry! I did you a favour, now pay up!;Você está me deixando com raiva! Eu te fiz um favor, agora pague!
3.1 Talking to Edmond after completing the disguise;3.1 Conversando com Edmond após completar o disfarce
They also look as if they might fit in the slots on both of the machines. Maybe I should try it out?;Eles também parecem caber nos slots de ambas as máquinas. Talvez eu devesse experimentar?
Archers, take your mark!;Arqueiros, tomem sua marca!
Enakhra casts a revealing spell towards Asgarnia Smith, forcing him to slowly revert into his true form;Enakhra lança um feitiço revelador em Asgarnia Smith, forçando-o a voltar lentamente à sua verdadeira forma.
1.3 Talking to the Sergeant;1.3 Conversando com o Sargento
And you want me to scout the place out?;E você quer que eu explore o lugar?
21.5 Talking to Ali the Mayor;21.5 Conversando com Ali, o prefeito
In for a penny in for a pound.;Por um centavo, por uma libra.
Your hair is like a waterfall Or perhaps a bramble bush Your eyes are like an ocean on which I want to sail the ship of our connection!;Seu cabelo é como uma cachoeira Ou talvez um espinheiro Seus olhos são como um oceano no qual quero navegar o navio da nossa conexão!
Finished, really.;Acabou, realmente.
The cutscene transitions from Councillor Andrews's arrest to the Kourend Castle Courtyard. Here, a big banquet has been laid out in the courtyard. Attendees include the leaders of the five Houses bar Lord Shayzien, the Hosidius family, Martin Holt, Captain Ginea, Commander Fullore, Duke Horacio, Queen Ellamaria, King Roald, Sir Amik Varze, Sir Tiffy Cashien, King Lathas/Thoros, Queen Zyanyi Arkan, and her royal guards, the Kualti.;A cena passa da prisão do Conselheiro Andrews para o Pátio do Castelo Kourend. Aqui, um grande banquete foi preparado no pátio. Os participantes incluem os líderes das cinco Casas, exceto Lord Shayzien, a família Hosidius, Martin Holt, Capitão Ginea, Comandante Fullore, Duque Horacio, Rainha Ellamaria, Rei Roald, Sir Amik Varze, Sir Tiffy Cashien, Rei Lathas/Thoros, Rainha Zyanyi Arkan e seus guardas reais, os Kualti.
Good work, [player name], you got us here in one piece!;Bom trabalho, [nome do jogador], você nos trouxe aqui inteiros!
Ha! You think I'm stupid enough to tell you that I've been craving toad crunchies or that I can't stand having my feet tickled!;Ha! Você acha que sou estúpido o suficiente para lhe dizer que estou com vontade de comer crocantes de sapo ou que não suporto sentir cócegas nos pés!
4.5 Convincing the Myreque;4.5 Convencendo o Myreque
Ah, once again you underestimate me. I sold you far more than that.;Ah, mais uma vez você me subestima. Eu te vendi muito mais do que isso.
Well our head researcher, Flaygian Screwte, has been working on translating it. Could you check up on him and see how things are going?;Bem, nosso pesquisador-chefe, Flaygian Screwte, está trabalhando na tradução. Você poderia checá-lo e ver como estão as coisas?
What sort of Regent of Miscellania do you call yourself?;Que tipo de Regente da Miscelânea você se chama?
3.1 Talking to Councillor Halgrive after burning all bones;3.1 Conversando com o Conselheiro Halgrive depois de queimar todos os ossos
Very good, young apprentice.;Muito bem, jovem aprendiz.
If the player is outside Dromund's line of sight;Se o jogador estiver fora da linha de visão de Dromund
3.17 Giving a second piece of cake to Prince Brand;3.17 Dando um segundo pedaço de bolo ao Príncipe Brand
Do you have another copy of the prince's anthem for me to correct?;Você tem outra cópia do hino do príncipe para eu corrigir?
Not a problem. Feel free to come back if you change your mind.;Não é um problema. Feel free to come back if you change your mind.
Exactly. Plenty of unwary fools have fallen victim to the Strangler. If you don't take care, you will share their fate.;Exatamente. Muitos tolos incautos foram vítimas do Estrangulador. Se você não tomar cuidado, você compartilhará o destino deles.
3.5 It's a deal;3.5 É um acordo
Huh, it sounds like you're forcing him to join you;Huh, parece que você está forçando ele a se juntar a você
Well Drezel, the reason we are here is due to an investigation we've been conducting in Slepe.;Bem, Drezel, estamos aqui por causa de uma investigação que estamos conduzindo em Slepe.
Alrena gives you a Knight of Ardougne tabard.;Alrena lhe dá um tabardo de Cavaleiro de Ardonha.
If the player doesn't have the required items;Se o jogador não tiver os itens necessários
Are you trying to get me fired?;Você está tentando me demitir?
Lady Lovakengj. I need you to join me at Xeric's Lookout. There's something urgent we need to discuss.;Senhora Lovakengj. Preciso que você se junte a mim no Mirante de Xeric. Há algo urgente que precisamos discutir.
To be honest, I probably wouldn't have suspected it myself either. I only realised because of the time I spent training with the Apothecary in Varrock.;Para ser honesto, eu provavelmente também não teria suspeitado disso. Só percebi por causa do tempo que passei treinando com o Boticário em Varrock.
I looking for Chosen Commander.;Procuro o Comandante Escolhido.
Stop sayin' that!;Pare de dizer isso!
Now you have an origami balloon!;Agora você tem um balão de origami!
If the player has poison in their inventory;Se o jogador tiver veneno em seu inventário
I've finished the potion.;Eu terminei a poção.
Well, got to go... see you.;Bem, tenho que ir... até mais.
Yes, it is, but back to the task at hand. I suggest you head to the next subject of our observations, he might be more help in locating Solus.;Sim, é, mas voltando à tarefa em questão. Sugiro que você vá para o próximo assunto de nossas observações, ele pode ajudar mais na localização de Solus.
What kind of person tells me they have a delivery for me, but not with them? Honestly.;Que tipo de pessoa me diz que tem uma entrega para mim, mas não com ela? Honestamente.
That's a big 'if' right there. This vault is clearly Zarosian, which means whoever these four are, they're from thousands of years ago. They're probably all long- dead now.;Esse é um grande 'se' bem aqui. Este cofre é claramente Zarosiano, o que significa que quem quer que sejam estes quatro, são de milhares de anos atrás. Provavelmente já estão todos mortos há muito tempo.
I'm just glad you were around, who knows WHAT could have happened if you weren't able to help us!;Estou feliz que você estivesse por perto, quem sabe o que poderia ter acontecido se você não pudesse nos ajudar!
You can't remember can you?;Você não consegue se lembrar, não é?
Good day to you too, Blockhead.;Bom dia para você também, Blockhead.
Effigy, I need a word with you.;Efígie, preciso falar com você.
That's right. Have you?;Isso mesmo. Você já?
... and once the vampyre was dead, the people of Draynor no longer lived in fear.;... e uma vez que o vampiro morreu, o povo de Draynor não viveu mais com medo.
(Non-quest dialogue) Wealth through slaughter;(Diálogo fora da missão) Riqueza através do abate
You watch the Mercenary Captain for some time. He has a large metal key attached to his belt. You notice that he usually gets his men to do his dirty work.;Você observa o Capitão Mercenário por algum tempo. Ele tem uma grande chave de metal presa ao cinto. Você percebe que ele geralmente faz com que seus homens façam o trabalho sujo.
Years of devoted work;Anos de trabalho dedicado
Those other monsters were just hallucinations!;Esses outros monstros eram apenas alucinações!
Would you like to buy a nice kebab? Only one gold.;Você gostaria de comprar um belo kebab? Apenas um ouro.
Indeed, outerlander, and how did you accomplish that without giving him our rock?;Na verdade, estrangeiro, e como você conseguiu isso sem dar a ele nossa rocha?
Settlement;Povoado
When I was swimming for my life I saw an odd-looking windswept tree to the east of here, up that cliff.;Quando eu estava nadando para salvar minha vida, vi uma árvore de aparência estranha, varrida pelo vento, a leste daqui, no alto daquele penhasco.
11.4 Talking to Eluned;11.4 Conversando com Eluned
I got a bag of 'em here. Wanna see?;Tenho um saco deles aqui. Quer ver?
Do you know where I could get some food around here?;Você sabe onde eu poderia conseguir comida por aqui?
Yes, I don't mind starting this room again.;Sim, não me importo de começar esta sala novamente.
Zanik;Zanik
3 Delivering the samples;3 Entregando as amostras
2.5.2 Talking to Oronwen after giving the items;2.5.2 Conversando com Oronwen depois de entregar os itens
No, I don't get drunk from only one drink. I reckon I'd need at least two more for that. Still, thanks for the beer.;Não, eu não fico bêbado com apenas uma bebida. Acho que precisaria de pelo menos mais dois para isso. Mesmo assim, obrigado pela cerveja.
Oh, a message! A message! I've never had a message before...;Ah, uma mensagem! Uma mensagem! Nunca recebi uma mensagem antes...
5.3.2.1 When tried again;5.3.2.1 Quando tentei novamente
If the player only has the onion and eye of newt;Se o jogador só tiver cebola e olho de salamandra
Yesh, that is correct, but you chose [sign that gets beaten by Burntof's]. So I win.;Sim, está correto, mas você escolheu [sinal que é derrotado pelo Burntof]. Então eu ganho.
We? You made your choice a long time ago, Azzanadra. There is no 'we' anymore.;Nós? Você fez sua escolha há muito tempo, Azzanadra. Não existe mais 'nós'.
Ram;Bater
5.1 Talking to Curator Haig in the Varrock Museum;5.1 Conversando com o curador Haig no Museu Varrock
Why don't you ask Dunstan. He's always helped me with my spiked boots.;Por que você não pergunta a Dunstan. Ele sempre me ajudou com minhas botas com pontas.
What stick?;Que bastão?
And I'm guessing you're not about to just give it to me?;E suponho que você não vai simplesmente me dar isso?
Ok, I'll go and look for them.;Ok, vou procurá-los.
Ah! What nice manners. It's so hard to find decently mannered young people these days. My name is Princess Miazrqa.;Ah! Que boas maneiras. É tão difícil encontrar jovens decentes hoje em dia. Meu nome é Princesa Miazrqa.
And we'll be pleased to clean the mess up after you've been dispatched.;E teremos prazer em limpar a bagunça depois que você for despachado.
Count me in!;Conte comigo!
Are you okay?That looked like a nasty sucker punch...;Você está bem? Isso pareceu um soco desagradável...
Hah, just trying to lift your spirits.;Hah, apenas tentando levantar seu ânimo.
Of course you did. I bet you spend your life collecting junk, storing it, then complaining you've run out of storage space. Fetch the amulet if you want my help.;Claro que você fez. Aposto que você passa a vida coletando lixo, armazenando-o e depois reclamando que ficou sem espaço de armazenamento. Pegue o amuleto se quiser minha ajuda.
Have you found the tree with the leprechaun yet?;Você já encontrou a árvore com o duende?
But a couple of days later we all fell ill. I think what I stole must have been some kind of sacred relic, and the shamans in the cave have cursed us for stealing it.;Mas alguns dias depois, todos adoecemos. Acho que o que roubei deve ter sido algum tipo de relíquia sagrada, e os xamãs da caverna nos amaldiçoaram por roubá-la.
' Nope. Only real builders can wear builders' boots, and you're not even close.;' Não. Somente construtores de verdade podem usar botas de construtor, e você não chega nem perto disso.
You monster!;Seu monstro!
This page was last modified on 21 August 2023, at 20;Esta página foi modificada pela última vez em 21 de agosto de 2023, às 20h.
Of course if I had the materials I could make them for you.;Claro que se eu tivesse os materiais eu poderia fazer para você.
Hot meat very good.;Carne quente muito boa.
If I were as ugly as you I would not dare to show my face in public!;Se eu fosse tão feio quanto você não ousaria mostrar meu rosto em público!
But down here, I have seen the truth. It was no volcano that destroyed our home, it was the totem.;Mas aqui embaixo, eu vi a verdade. Não foi nenhum vulcão que destruiu a nossa casa, foi o totem.
Yup, could be. Could well be.;Sim, poderia ser. Poderia muito bem ser.
So. Absolutely rubbish sailing. It's the navigator's fault, right? You're with me on that, yeah?;Então. Velejar absolutamente lixo. A culpa é do navegador, certo? Você está comigo nisso, certo?
You find a protective mask but you don't have enough room to take it.;Você encontra uma máscara protetora, mas não tem espaço suficiente para pegá-la.
Where can I get these berries?;Onde posso conseguir essas frutas?
So be it. You should inform the rest of your group.;Assim seja. Você deve informar o resto do seu grupo.
Sorry human. We're currently engaging in important official business. You'll need to come back another time.;Desculpe, humano. No momento, estamos envolvidos em importantes negócios oficiais. Você precisará voltar outra hora.
5.1 Talking to Sanfew about the robes;5.1 Conversando com Sanfew sobre as vestes
Horvik works for sometime on the pigeon cages and makes several minor adjustments. Eventually, he comes back to you.;Horvik trabalha durante algum tempo nas gaiolas dos pombos e faz vários pequenos ajustes. Eventualmente, ele volta para você.
Have you seen a lady called Elena around here?;Você viu uma senhora chamada Elena por aqui?
Let me guess, you're going to send your favourite human.;Deixe-me adivinhar, você enviará seu humano favorito.
Do you think she cares? Maybe reality isn't what you think...;Você acha que ela se importa? Talvez a realidade não seja o que você pensa...
3.4 Investigating the crevice;3.4 Investigando a fenda
Hello there. Would you like me to change your respawn point to Kourend Castle?;Olá. Você gostaria que eu mudasse seu ponto de respawn para o Castelo Kourend?
The foreman has given you the lumber order.;O capataz lhe deu o pedido de madeira.
(Solus casts ice barrage killing two black knights and greatly wounding Daquarius);(Solus lança uma barragem de gelo matando dois cavaleiros negros e ferindo gravemente Daquarius)
Ok, now drink from the cauldron.;Ok, agora beba do caldeirão.
Take me to the web page.;Leve-me para a página da web.
I shouldn't really be talking to you [Fremennik name].;Eu realmente não deveria estar falando com você [nome Fremennik].
And which plans would we be talking about here?;E de quais planos estaríamos falando aqui?
Alone, you have no hope of ever getting close to Lowerniel. Now, I on the otherhand, can get you right into his chambers at Castle Drakan.;Sozinho, você não tem esperança de chegar perto de Lowerniel. Agora, eu, por outro lado, posso levá-lo direto para os aposentos dele no Castelo Drakan.
13.2.2 Talking to Arianwyn again;13.2.2 Conversando com Arianwyn novamente
NPC dialogueTranscripts with randomised dialogue;Diálogo NPCTranscrições com diálogo aleatório
Although this is a much rarer occurrence.;Embora esta seja uma ocorrência muito mais rara.
Here you go.;Aqui você vai.
He wasn't there? This is highly irregular. Are you sure you looked properly? I expect he'd be hard to miss.;Ele não estava lá? Isto é altamente irregular. Tem certeza de que olhou corretamente? Espero que ele seja difícil de perder.
I have indeed!;Eu realmente tenho!
I will meet with this man on one condition, outerlander.;Encontrar-me-ei com este homem com uma condição, estrangeiro.
Yes, of course....why didn't you ask earlier? Is that all you wanted? Huh!;Sim, claro... por que você não perguntou antes? Isso é tudo que você queria? Huh!
Start the Plague City quest?;Iniciar a missão Plague City?
I wish I could have met her.;Eu gostaria de tê-la conhecido.
4.13 Using feathers on prototype dart tip;4.13 Usando penas na ponta do dardo do protótipo
Sturdy wooden gate;Portão de madeira resistente
Does the process of vampyrification destroy everything that makes us human? Or does it just hide it?;O processo de vampirificação destrói tudo o que nos torna humanos? Ou apenas esconde isso?
Hmph. Come back when you have 50,000 coins.;Hmph. Volte quando tiver 50.000 moedas.
Aw... I was hoping to go abroad on holiday this year.;Ah... eu esperava ir de férias para o exterior este ano.
Demonic Voice;Voz Demoníaca
I think you can be trusted. What do you know about...;Eu acho que você pode ser confiável. O que você sabe sobre...
Get out!;Sair!
And that's where I come in. I understand.;E é aí que eu entro. Eu entendo.
Waves broke on the deck,;Ondas quebraram no convés,
Fine thanks. I'd like to ask a few questions if that's okay?;Bem obrigado. Gostaria de fazer algumas perguntas, tudo bem?
Why not, I've always wondered what the state of my innards are!;Por que não, sempre me perguntei qual é o estado das minhas entranhas!
) Dialogue 33;) Diálogo 33
No time to talk I'm afraid. Didn't Councillor Andrews want you to speak to Martin Holt about his protest?;Não há tempo para conversar, estou com medo. O conselheiro Andrews não queria que você falasse com Martin Holt sobre o protesto dele?
Great! I've opened up the second tunnel for you. It's ready when you are.;Ótimo! Eu abri o segundo túnel para você. Está pronto quando você estiver.
Well, no ordinary poison could do this. Only by separating the Anima Mundi from its source...;Bem, nenhum veneno comum poderia fazer isso. Somente separando o Anima Mundi de sua fonte...
1.3 Talking to Anita;1.3 Conversando com Anitta
As in, kill them, kill them?;Tipo, matá-los, matá-los?
So how does that affect me?;Então, como isso me afeta?
This page was last modified on 9 April 2023, at 12;Esta página foi modificada pela última vez em 9 de abril de 2023, às 12h.
2 Using Serum 207 on Afflicted;2 Usando o soro 207 em aflitos
Thank you for the information. I'll get going.;Obrigado pela informação. Eu vou indo.
Yep, haven't got a clue where it is.;Sim, não tenho ideia de onde está.
Hello again Romeo!;Olá novamente Romeu!
No, I've reconsidered, I'll keep it!;Não, reconsiderei, vou ficar com ele!
It's common in these parts. They say it was the name of the old Saradominist rulers.;É comum por aqui. Dizem que era o nome dos antigos governantes saradoministas.
It is not yet clear what consequences that discovery will have on the economy.;Ainda não está claro quais serão as consequências que essa descoberta terá na economia.
I suppose we have time to go and have a quick look around while the others pack everything up here.;Suponho que temos tempo para dar uma olhada rápida enquanto os outros empacotam tudo aqui.
You pour some flour over the gate.;Você derrama um pouco de farinha no portão.
2.84 Taking to First mate 'Davey-boy' about the feast;2.84 Levando ao primeiro imediato 'Davey-boy' sobre a festa
Hello there, What's wrong?;Olá, o que há de errado?
